date,time,NEE.south,R.south,GPP.south,NEE.north,R.north,GPP.north
2017-07-22,12:00,-0.286272,7.90815,-8.19443,-2.27257,6.94664,-9.21079
2017-07-23,12:00,0.191124,8.43283,-8.2417,1.8009,6.82674,-6.19891
2017-07-24,12:00,0.465678,8.79525,-8.32957,-1.60448,7.15464,-8.8004
2017-07-25,12:00,1.07821,7.3279,-6.24969,1.61884,7.03231,-6.04964
2017-07-26,12:00,1.42304,6.91033,-5.48729,3.17242,7.21112,-4.80392
2017-07-27,12:00,0.871668,7.91433,-7.04266,2.33193,7.6956,-5.2071
2017-07-28,12:00,0.351409,6.15254,-5.80114,3.53726,6.52962,-3.97321
2017-07-29,12:00,0.305658,7.03287,-6.72722,2.11759,6.39904,-5.15876
2017-07-30,12:00,2.01141,7.04648,-5.03507,3.46163,7.09641,-4.12965
2017-07-31,12:00,0.49086,6.81462,-6.32376,1.7309,6.88418,-5.59596
2017-08-01,12:00,-0.00197639,7.06905,-7.07103,2.02107,6.97752,-5.52359
2017-08-02,12:00,0.27792,6.46655,-6.18863,-0.174963,6.08179,-6.52614
2017-08-03,12:00,1.98291,6.79947,-4.86754,2.14116,6.99097,-4.95085
2017-08-04,12:00,2.23315,6.61998,-4.24405,4.17879,7.03497,-2.97894
2017-08-05,12:00,2.51965,6.43603,-3.29303,2.27818,6.89237,-4.78691
2017-08-06,12:00,2.01262,6.0481,-4.01246,3.79822,6.87301,-3.07479
2017-08-07,12:00,1.2164,6.01559,-4.79919,2.55451,6.56073,-4.51071
2017-08-08,12:00,2.00585,7.00936,-5.01171,2.22546,6.86454,-4.98997
2017-08-09,12:00,2.48187,6.33293,-3.9259,2.03527,7.0183,-4.72757
2017-08-10,12:00,1.65407,5.99097,-4.44293,2.08604,6.37006,-4.13487
2017-08-11,12:00,1.89117,6.98043,-5.08926,1.56948,7.33027,-5.94923
2017-08-12,12:00,2.12746,6.06854,-3.94198,2.97319,5.94715,-2.90702
2017-08-13,12:00,2.94554,5.47724,-2.53633,2.34085,4.81773,-2.89909
2017-08-14,12:00,0.781191,5.88088,-5.09969,0.217241,5.89808,-5.96314
2017-08-15,12:00,1.05557,6.23664,-5.18107,0.543109,5.83046,-5.49841
2017-08-16,12:00,2.76658,5.99851,-3.30668,2.67535,6.66661,-4.03509
2017-08-17,12:00,3.06524,7.43293,-3.92076,0.371755,6.26093,-5.95821
2017-08-18,12:00,3.53166,5.99099,-2.79107,4.65348,7.44923,-2.92048
2017-08-19,12:00,2.80361,5.75987,-2.98983,3.10473,6.33331,-3.11323
2017-08-20,12:00,1.51829,5.91885,-4.34177,0.888888,5.51128,-4.59374
2017-08-21,12:00,3.37084,6.49708,-3.35049,4.8038,7.04066,-2.23686
2017-08-22,12:00,3.39462,6.11819,-2.93715,2.96987,7.21256,-4.08689
2017-08-23,12:00,1.69555,6.18081,-4.49338,4.30297,6.57271,-3.48773
2017-08-24,12:00,1.74117,5.44618,-3.70501,1.58342,5.86496,-4.86918
2017-08-25,12:00,2.64472,5.71673,-3.4581,5.87383,6.20708,-0.893288
2017-08-26,12:00,4.07486,6.99296,-3.17193,0.750655,5.29276,-4.63396
2017-08-27,12:00,3.12131,6.1052,-2.9839,1.10548,5.2196,-4.4128
2017-08-28,12:00,1.09192,5.09202,-4.0001,0.586055,4.78094,-4.47116
2017-08-29,12:00,2.60352,5.71698,-3.11346,1.17027,6.44392,-4.45704
2017-08-30,12:00,2.22933,5.69363,-3.37141,1.13396,5.65188,-4.51792
2017-08-31,12:00,3.21262,6.37674,-3.70413,5.70537,5.75506,-0.0496875
2017-09-01,12:00,2.19375,6.1498,-4.31769,2.20031,5.6578,-3.44099
2017-09-02,12:00,4.13906,6.42832,-2.34729,2.76567,5.22884,-2.49734
2017-09-03,12:00,2.19228,5.06011,-2.90153,2.21205,5.19912,-3.64574
2017-09-04,12:00,3.344,5.59029,-2.24629,6.24239,5.71233,0.530057
2017-09-05,12:00,2.23796,5.07364,-2.95402,3.08325,5.88115,-2.95613
2017-09-06,12:00,2.25937,4.86036,-2.61028,2.32791,5.2017,-3.40502
2017-09-07,12:00,2.12478,4.69643,-3.02184,3.35342,5.13557,-2.41091
2017-09-08,12:00,3.05803,6.32633,-3.2683,1.83318,5.17126,-3.01116
2017-09-09,12:00,2.17376,4.91412,-2.92338,5.71778,6.41126,-0.693481
2017-09-10,12:00,2.22863,6.17119,-3.94256,0.7669,4.67781,-3.91091
2017-09-11,12:00,3.50708,4.85627,-2.21089,2.01185,5.2635,-3.25165
2017-09-12,12:00,3.14262,4.99244,-1.57516,1.1601,4.82711,-3.66701
2017-09-13,12:00,3.01374,4.85604,-1.70406,2.03224,4.89083,-2.85859
2017-09-14,12:00,3.17358,4.71524,-1.72618,4.53193,6.05398,-1.52205
2017-09-15,12:00,3.8344,4.78083,-1.17312,3.36878,5.60175,-2.23298
2017-09-16,12:00,4.28305,4.54802,-1.62267,3.40882,5.53434,-2.12552
2017-09-17,12:00,4.85172,4.41195,-1.10065,3.28623,4.63303,-1.3468
2017-09-18,12:00,3.49108,4.22682,-1.5254,3.76362,5.85952,-2.09589
2017-09-19,12:00,3.5422,4.14567,-2.00126,2.73678,4.90687,-2.17009
2017-09-20,12:00,3.73562,3.99324,-1.40266,1.94252,4.39246,-2.44994
2017-09-21,12:00,3.01299,3.99905,-1.89108,3.36235,4.84348,-1.48113
2017-09-22,12:00,3.615,4.31357,-1.46702,4.3629,5.46914,-1.10623
2017-09-23,12:00,3.42541,4.62533,-1.26579,5.97729,6.01397,-0.0366826
2017-09-24,12:00,3.37006,4.91032,-1.07645,5.52194,6.33434,-0.812399
2017-09-25,12:00,3.12463,4.86679,-1.33631,4.248,6.12533,-1.87733
2017-09-26,12:00,2.01925,4.88607,-2.32204,3.7325,5.9445,-2.212
2017-09-27,12:00,2.49937,4.71923,-1.5126,4.23386,6.06326,-1.82941
2017-09-28,12:00,2.76612,4.63256,-1.53969,3.08888,5.39575,-2.30686
2017-09-29,12:00,2.66321,4.30333,-1.51185,3.43723,4.62743,-1.1902
2017-09-30,12:00,2.23184,3.99238,-1.70918,1.72216,4.59613,-2.84909
2017-10-01,12:00,1.8623,3.96485,-1.96875,1.73076,4.04604,-2.2957
2017-10-02,12:00,2.27347,4.16444,-1.58702,3.42946,4.34981,-0.920341
2017-10-03,12:00,2.02415,4.33294,-1.74403,1.47735,3.61752,-2.14017
2017-10-04,12:00,1.98472,3.81786,-1.67785,1.0504,3.7444,-2.694
2017-10-05,12:00,2.37754,3.31554,-1.0887,1.60715,3.84498,-2.23783
2017-10-06,12:00,1.939,3.34209,-1.15222,1.44435,4.01305,-2.5687
2017-10-07,12:00,2.1214,2.71965,-1.00934,1.61886,2.84067,-1.2218
2017-10-08,12:00,1.96376,2.60788,-0.996823,2.58564,3.53014,-0.944498
2017-10-09,12:00,1.72566,3.09394,-1.17439,2.78952,3.93454,-1.14502
2017-10-10,12:00,1.76882,2.86726,-0.929623,1.70326,3.29509,-1.59183
2017-10-11,12:00,1.46872,2.65518,-1.50526,0.785243,2.71695,-1.93171
2017-10-12,12:00,0.533837,3.66759,-1.86985,3.0909,4.72923,-1.36888
2017-10-13,12:00,0.827028,3.19577,-2.04497,1.37251,3.34765,-1.93592
2017-10-14,12:00,1.08668,3.71392,-1.24888,1.5493,4.18101,-2.03759
2017-10-15,12:00,1.14314,3.46847,-1.20989,0.719462,3.42601,-2.70654
2017-10-16,12:00,1.17992,4.07714,-1.12488,1.08935,4.43967,-3.35032
2017-10-17,12:00,1.26661,3.74377,-1.1325,2.26943,4.13845,-1.68647
2017-10-18,12:00,1.69647,2.92683,-0.961848,2.03299,3.607,-1.57402
2017-10-19,12:00,1.98623,2.26969,-0.563845,0.390378,2.25582,-2.14091
2017-10-20,12:00,1.92898,2.13255,-0.60885,1.38485,2.00396,-1.37197
2017-10-21,12:00,2.16615,2.33641,-0.425408,1.01254,2.43455,-1.56064
2017-10-22,12:00,2.64078,2.30154,-0.202437,0.708886,2.38741,-1.80196
2017-10-23,12:00,2.01418,2.24291,-0.539057,0.850777,2.38741,-1.62993
2017-10-24,12:00,1.97228,2.07255,-0.519616,1.03784,1.92941,-1.3641
2017-10-25,12:00,1.99835,2.81591,-0.60335,1.43467,3.26425,-1.14828
2017-10-26,12:00,1.57325,2.42567,-0.539,0.923292,2.02011,-1.01903
2017-10-27,12:00,2.08301,2.31736,-0.633555,0.674539,2.1214,-1.44618
2017-10-28,12:00,1.71878,2.44238,-0.612441,1.28544,2.67484,-1.21129
2017-10-29,12:00,1.81625,1.58031,-0.396269,0.844637,2.23136,-1.38672
2017-10-30,12:00,1.56049,1.29167,-0.615322,0.833614,1.82299,-0.989379
2017-10-31,12:00,1.59203,1.51051,-0.712084,0.0164725,1.73749,-1.72102
2017-11-01,12:00,1.19743,1.99698,-0.89484,0.962935,2.54741,-1.4368
2017-11-02,12:00,1.70488,2.15859,-0.635965,1.2536,2.64322,-1.04457
2017-11-03,12:00,0.855261,1.45614,-0.600883,0.839235,1.72394,-0.884705
2017-11-04,12:00,0.712465,1.63128,-0.91881,0.659598,2.0009,-1.33313
2017-11-05,12:00,0.957798,1.67569,-0.717896,1.46188,2.95457,-0.751893
2017-11-06,12:00,0.34031,1.37131,-1.031,0.538694,1.90827,-1.41705
2017-11-07,12:00,0.182819,0.789519,-0.6067,1.65246,1.47833,-0.40084
2017-11-08,12:00,0.433281,1.01224,-0.578954,2.2232,1.6481,-0.0116699
2017-11-09,12:00,0.719573,1.32618,-0.738729,1.19824,2.30101,-0.366767
2017-11-10,12:00,0.575365,1.09468,-0.519313,1.15491,2.02078,-0.599222
2017-11-11,12:00,0.729387,0.938241,-0.208854,1.08902,1.70589,-0.48458
2017-11-12,12:00,0.527526,0.936092,-0.408565,1.59427,1.16253,-0.491607
2017-11-13,12:00,0.516965,0.804876,-0.287911,1.24698,1.18146,-0.579235
2017-11-14,12:00,0.0561672,0.575357,-0.51919,1.12407,0.898386,-0.349796
2017-11-15,12:00,0.139217,0.623865,-0.484649,1.0007,1.26753,-0.893491
2017-11-16,12:00,0.206234,0.575704,-0.36947,1.26557,1.35416,-0.676208
2017-11-17,12:00,0.44774,0.785101,-0.337361,0.594251,1.74436,-0.872952
2017-11-18,12:00,0.538987,0.974192,-0.435205,1.03579,1.77212,-0.786114
2017-11-19,12:00,0.0995994,0.671238,-0.571638,0.781699,0.984592,-0.766522
2017-11-20,12:00,0.218257,0.654041,-0.435784,0.882897,0.833502,-0.564926
2017-11-21,12:00,0.274176,0.61634,-0.342164,1.1368,0.483621,-0.500091
2017-11-22,12:00,0.244591,0.548664,-0.304073,1.26583,0.596118,-0.200251
2017-11-23,12:00,0.67144,1.10441,-0.432971,0.889182,2.25023,-0.693509
2017-11-24,12:00,0.639652,1.02076,-0.381104,0.639821,2.01841,-0.951956
2017-11-25,12:00,0.346275,0.574233,-0.227958,0.771039,1.41725,-0.556736
2017-11-26,12:00,0.386894,0.685735,-0.298842,1.485,1.45986,-0.320261
2017-11-27,12:00,0.516478,1.01018,-0.493702,1.12055,1.70083,-0.710716
2017-11-28,12:00,0.511614,0.71092,-0.199306,0.834197,1.52237,-0.558013
2017-11-29,12:00,0.417162,0.846798,-0.429635,0.681937,1.67562,-0.500353
2017-11-30,12:00,0.467439,0.842392,-0.374953,0.77692,1.447,-0.401459
2017-12-01,12:00,0.20194,0.662915,-0.460974,0.728486,1.07444,-0.280416
2017-12-02,12:00,0.337898,0.670607,-0.332708,0.645373,1.13068,-0.276849
2017-12-03,12:00,0.317516,0.694087,-0.376571,0.696644,1.82921,-0.641319
2017-12-04,12:00,0.221324,0.457835,-0.236511,0.774929,0.960613,-0.458591
2017-12-05,12:00,0.241909,0.432219,-0.19031,1.05018,0.684126,-0.570744
2017-12-06,12:00,0.390535,0.501203,-0.110668,1.18168,0.780242,-0.475844
2017-12-07,12:00,0.118509,1.53497,-2.4248,0.976957,1.94773,-0.537876
2017-12-08,12:00,0.468113,0.745776,-0.277663,0.560598,1.66307,-0.722364
2017-12-09,12:00,0.436244,0.687842,-0.251598,0.822031,1.38208,-0.819394
2017-12-10,12:00,0.336429,0.54683,-0.210401,1.06564,1.058,-0.424826
2017-12-11,12:00,0.203005,0.434638,-0.231633,1.01585,0.750677,-0.188506
2017-12-12,12:00,0.24714,0.621703,-0.374563,0.658095,0.870446,-0.414361
2017-12-13,12:00,0.308378,0.482163,-0.173786,0.863171,0.747661,-0.114289
2017-12-14,12:00,0.286609,0.486688,-0.20008,0.625989,2.01087,-0.272048
2017-12-15,12:00,0.501482,0.686555,-0.185073,0.91549,2.02353,0.0676579
2017-12-16,12:00,0.354073,0.690433,-0.33636,0.758565,1.26406,-0.155076
2017-12-17,12:00,0.304262,0.543218,-0.238956,0.6245,-0.00259827,-0.315874
2017-12-18,12:00,0.294422,0.482106,-0.187684,0.87493,1.21887,-0.634935
2017-12-19,12:00,0.245651,0.446207,-0.200555,0.959935,0.660229,-0.354285
2017-12-20,12:00,0.376672,0.512233,-0.135561,0.915886,1.67162,-0.621714
2017-12-21,12:00,0.197528,0.623386,-0.425857,0.392418,0.990915,-0.545585
2017-12-22,12:00,0.161388,0.463973,-0.302585,0.651089,0.811105,-0.885869
2017-12-23,12:00,0.415216,0.659261,-0.244045,0.971967,1.82056,-0.487829
2017-12-24,12:00,0.0748386,0.563755,-0.488917,0.716163,1.12084,-0.761734
2017-12-25,12:00,0.222161,0.476771,-0.25461,0.36005,1.26984,-0.934148
2017-12-26,12:00,0.576764,0.723965,-0.18439,0.830096,1.64201,-0.791045
2017-12-27,12:00,1.04087,0.930282,0.550774,0.914104,1.68673,-0.563089
2017-12-28,12:00,0.442989,0.631397,-0.178915,0.668679,2.00175,-0.363715
2017-12-29,12:00,0.246272,0.562222,-0.31595,0.58265,2.38437,-0.740025
2017-12-30,12:00,0.785214,0.757882,0.0273317,0.659792,1.26525,-0.645125
2017-12-31,12:00,0.529635,0.579852,-0.0502168,1.04152,1.48408,-0.801308
2018-01-01,12:00,0.517028,0.53598,-0.0189513,1.16939,1.37347,-0.291376
2018-01-02,12:00,0.465328,0.668424,-0.203096,0.79165,1.57023,-0.0729801
2018-01-03,12:00,0.546835,0.571257,-0.0244228,0.683609,1.39752,-0.0873167
2018-01-04,12:00,0.687793,0.703711,-0.0159184,0.739219,1.5619,-0.0146398
2018-01-05,12:00,0.492082,0.505127,-0.0130442,0.630943,1.19853,0.498805
2018-01-06,12:00,1.47087,0.716622,0.75425,0.647266,0.115357,0.358626
2018-01-07,12:00,0.412373,0.542019,-0.129646,0.646397,0.322,-0.490776
2018-01-08,12:00,0.416367,0.590256,-0.173889,0.656472,0.623743,-0.239248
2018-01-09,12:00,0.666074,0.705922,-0.0398484,0.709762,0.22612,-0.488237
2018-01-10,12:00,0.664274,0.698156,-0.0434918,0.410011,-0.490299,-0.515247
2018-01-11,12:00,0.473735,0.622889,-0.151585,0.645215,0.29007,-0.293084
2018-01-12,12:00,0.286609,0.570461,-0.283853,0.796312,0.955953,-0.159641
2018-01-13,12:00,1.32146,1.12998,0.191476,0.284839,0.7332,-0.448361
2018-01-14,12:00,0.886626,1.03362,-0.146993,0.468218,0.49395,-0.0257322
2018-01-15,12:00,0.232629,0.611942,-0.379313,0.52525,0.57426,-0.0490098
2018-01-16,12:00,0.219864,0.656251,-0.436387,0.67655,0.957331,-0.280781
2018-01-17,12:00,0.174728,0.497296,-0.322568,0.838353,0.84115,-0.00279641
2018-01-18,12:00,0.173804,0.426108,-0.252304,0.663816,0.655674,0.00814196
2018-01-19,12:00,0.22883,0.482536,-0.253706,0.677933,0.551814,0.126119
2018-01-20,12:00,0.130311,0.509087,-0.378776,0.957149,0.905422,0.051727
2018-01-21,12:00,-0.151929,0.799643,-0.951572,0.240047,0.0722359,0.167811
2018-01-22,12:00,0.623342,0.865005,-0.107282,0.244164,-0.0450652,-0.153804
2018-01-23,12:00,0.31621,0.696029,-0.218868,0.334569,0.707716,-0.34749
2018-01-24,12:00,0.38975,0.778131,-0.38838,0.731495,1.37653,-0.645032
2018-01-25,12:00,0.488848,0.809292,-0.320444,0.775698,1.36444,-0.588743
2018-01-26,12:00,0.561639,0.867085,-0.305445,0.605329,1.21186,-0.606529
2018-01-27,12:00,0.297422,0.684829,-0.387406,0.804122,0.985622,-0.1815
2018-01-28,12:00,0.183236,0.612256,-0.429019,0.792949,1.12946,-0.336507
2018-01-29,12:00,0.402796,0.774073,-0.393178,0.811848,0.955599,-0.143751
2018-01-30,12:00,0.202045,0.670189,-0.468144,0.472774,0.749972,-0.277198
2018-01-31,12:00,0.280998,0.839069,-0.558071,0.775948,1.07441,-0.298466
2018-02-01,12:00,0.26408,0.757399,-0.480041,0.68585,1.12111,-0.435264
2018-02-02,12:00,0.175403,0.610994,-0.435591,0.94037,0.649112,0.291258
2018-02-03,12:00,0.25702,0.533189,-0.276169,0.796576,0.547981,0.248594
2018-02-04,12:00,0.309954,0.604046,-0.294092,0.75713,0.482256,0.274874
2018-02-05,12:00,0.0666371,0.767015,-0.700378,0.545219,0.0674155,0.477803
2018-02-06,12:00,0.310785,0.584671,-0.273887,0.736764,0.318387,0.418378
2018-02-07,12:00,0.226151,0.637484,-0.411333,0.656938,0.39656,0.260379
2018-02-08,12:00,0.231887,0.570025,-0.338137,0.478115,0.569991,-0.0918761
2018-02-09,12:00,0.266375,0.570822,-0.304448,0.425881,0.587714,-0.161833
2018-02-10,12:00,0.315574,0.631752,-0.316179,0.740924,0.624701,0.116223
2018-02-11,12:00,0.155744,0.526027,-0.370283,0.858549,0.777736,0.0808138
2018-02-12,12:00,0.515715,0.495282,0.0377182,0.86701,1.12139,-0.254384
2018-02-13,12:00,0.447848,0.623329,-0.175481,0.816172,1.21834,-0.402166
2018-02-14,12:00,0.552079,0.598118,-0.046039,0.452419,0.924492,-0.472073
2018-02-15,12:00,0.365337,0.572174,-0.206837,0.697219,0.895347,-0.198128
2018-02-16,12:00,0.554143,0.588602,-0.0429384,0.859129,0.914909,-0.0557803
2018-02-17,12:00,0.545634,0.732135,-0.186501,0.807141,0.721215,0.0859253
2018-02-18,12:00,0.589338,0.715492,-0.126154,0.708523,0.844714,-0.13619
2018-02-19,12:00,0.974592,0.883036,0.0915559,1.02716,0.897532,0.12963
2018-02-20,12:00,0.794124,0.810892,-0.0167681,0.627791,0.393711,0.234081
2018-02-21,12:00,0.505989,0.798241,-0.292253,0.343695,0.143886,0.199809
2018-02-22,12:00,0.711991,1.02561,-0.301791,0.91413,0.797536,0.116594
2018-02-23,12:00,0.51604,0.887846,-0.371807,0.977317,0.678194,0.299123
2018-02-24,12:00,0.672731,0.952934,-0.280203,1.19601,0.527442,0.668565
2018-02-25,12:00,0.78875,0.933496,-0.144747,1.02539,0.523765,0.501629
2018-02-26,12:00,0.442482,0.693991,-0.251509,1.01836,0.521767,0.49659
2018-02-27,12:00,0.300163,0.785333,-0.48517,1.04552,0.20412,0.8414
2018-02-28,12:00,0.582913,0.734999,-0.152086,0.902654,0.173919,0.728735
2018-03-01,12:00,0.613809,0.818706,-0.204897,0.940517,0.424522,0.515995
2018-03-02,12:00,0.6066,0.825972,-0.219372,0.895095,0.495801,0.399294
2018-03-03,12:00,0.311823,0.865355,-0.553532,0.755206,0.502164,0.253042
2018-03-04,12:00,0.310061,0.65118,-0.341119,0.781201,0.654774,0.126427
2018-03-05,12:00,0.354953,0.764865,-0.409912,0.934506,0.607754,0.326752
2018-03-06,12:00,0.25469,0.714339,-0.459649,0.935165,0.792929,0.142236
2018-03-07,12:00,0.287987,0.768565,-0.480578,0.864842,0.841157,0.0236852
2018-03-08,12:00,0.178083,0.684881,-0.506798,0.911756,0.766831,0.144924
2018-03-09,12:00,0.526184,0.852118,-0.298077,0.786306,0.813733,-0.0274273
2018-03-10,12:00,0.564435,1.05178,-0.487342,0.709371,0.70122,0.00815106
2018-03-11,12:00,0.205296,0.825881,-0.620585,1.17282,1.11532,0.0575059
2018-03-12,12:00,0.34738,0.73788,-0.3905,1.09448,1.32098,-0.226499
2018-03-13,12:00,0.513575,0.953587,-0.440012,1.11891,1.20406,-0.0851447
2018-03-14,12:00,0.962061,1.1673,-0.205241,0.680168,0.773064,-0.0928959
2018-03-15,12:00,0.795145,1.49877,-0.703629,1.102,0.658986,0.443011
2018-03-16,12:00,0.755804,1.64751,-0.891701,1.07313,0.561776,0.511356
2018-03-17,12:00,1.19552,1.84404,-0.648519,0.658516,0.385876,0.27264
2018-03-18,12:00,0.75528,1.32351,-0.568229,0.522543,0.657557,-0.135014
2018-03-19,12:00,0.533465,1.20537,-0.671902,0.858133,1.25625,-0.39812
2018-03-20,12:00,0.745898,1.44571,-0.69981,0.793053,0.962353,-0.1693
2018-03-21,12:00,1.05011,1.53984,-0.494025,0.767819,1.2838,-0.515983
2018-03-22,12:00,0.771373,1.6105,-0.839124,0.741229,1.36093,-0.6197
2018-03-23,12:00,0.870394,1.92518,-1.05479,0.378909,1.26486,-0.885952
2018-03-24,12:00,0.835891,1.64926,-0.813364,0.876368,1.24419,-0.367818
2018-03-25,12:00,0.669899,1.16566,-0.495757,0.858021,1.81952,-0.961501
2018-03-26,12:00,0.997903,1.1117,-1.40227,0.447689,0.625426,-0.177737
2018-03-27,12:00,1.41084,1.02315,-1.25372,0.703372,0.746107,-0.0427354
2018-03-28,12:00,1.27511,0.810616,-1.42593,0.46929,0.773398,-0.304109
2018-03-29,12:00,0.935699,0.790705,-1.19823,0.046394,0.616335,-0.569941
2018-03-30,12:00,0.962573,0.764356,-0.886982,0.283227,0.771389,-0.488162
2018-03-31,12:00,0.835055,0.828119,-1.01478,0.172418,0.770733,-0.598314
2018-04-01,12:00,1.09501,0.902215,-1.36822,0.627694,0.902485,-0.274791
2018-04-02,12:00,1.27703,0.925503,-1.14904,0.39392,1.10808,-0.714164
2018-04-03,12:00,1.36465,0.907625,-1.3294,0.32594,1.02712,-0.701181
2018-04-04,12:00,1.29637,1.64783,-1.21212,0.649601,1.34767,-0.698073
2018-04-05,12:00,1.06215,2.10005,-1.7239,0.679719,1.39989,-0.720166
2018-04-06,12:00,1.78959,2.23799,-1.0468,0.631652,1.44673,-0.815075
2018-04-07,12:00,1.35365,1.62564,-1.04683,0.416833,1.83024,-1.41341
2018-04-08,12:00,1.16108,2.54016,-1.67663,0.242589,2.1944,-1.95181
2018-04-09,12:00,0.840823,2.57202,-1.9408,0.861735,1.58369,-0.721951
2018-04-10,12:00,1.31634,2.18079,-1.44157,-0.469245,1.60486,-2.0741
2018-04-11,12:00,0.940012,2.09599,-1.86945,-1.20321,1.81319,-3.0164
2018-04-12,12:00,0.864708,2.06038,-1.73305,-1.32251,2.17314,-3.49565
2018-04-13,12:00,0.765195,2.26244,-1.79876,-1.15818,2.58343,-3.74161
2018-04-14,12:00,0.946216,2.78417,-1.34902,-1.10708,3.19537,-4.30245
2018-04-15,12:00,1.06042,2.5993,-1.55674,-1.39193,3.13965,-4.53158
2018-04-16,12:00,1.20002,3.23565,-1.55855,0.117625,3.27363,-3.15601
2018-04-17,12:00,1.09321,3.35338,-1.88405,0.0952606,3.63737,-3.54211
2018-04-18,12:00,0.594613,2.73451,-2.11699,0.38503,3.40121,-3.01618
2018-04-19,12:00,-0.144856,3.63465,-3.77951,1.0404,4.56168,-3.52128
2018-04-20,12:00,0.0303736,3.9624,-3.93203,1.50359,5.41512,-3.91153
2018-04-21,12:00,0.244405,3.62981,-3.3854,2.0039,4.44926,-2.44535
2018-04-22,12:00,0.0911622,3.8658,-3.77464,1.60695,3.70999,-2.10304
2018-04-23,12:00,0.344588,2.78825,-2.44366,1.69011,2.89926,-1.20915
2018-04-24,12:00,0.0641944,3.25521,-3.19102,0.128273,3.10362,-2.97535
2018-04-25,12:00,0.0178902,3.27004,-3.25215,0.597047,3.26373,-2.66668
2018-04-26,12:00,-0.642397,3.00387,-3.64627,0.481715,3.14636,-2.66465
2018-04-27,12:00,-0.503172,2.86294,-3.36611,0.505316,2.77203,-2.26671
2018-04-28,12:00,-0.652685,3.08726,-3.73994,0.359388,2.97495,-2.61556
2018-04-29,12:00,-0.34596,3.57884,-3.9248,0.576269,2.92755,-2.35128
2018-04-30,12:00,-0.0078891,2.86555,-2.87344,0.81486,3.40854,-2.59368
2018-05-01,12:00,0.534634,2.42878,-1.89414,2.16643,3.09544,-0.929015
2018-05-02,12:00,0.049396,2.90649,-2.8571,0.195716,3.02897,-2.83325
2018-05-03,12:00,0.373848,2.30576,-1.93192,0.0395309,2.87487,-2.83534
2018-05-04,12:00,-0.21431,3.20602,-3.42033,-1.67897,3.7518,-5.43077
2018-05-05,12:00,-0.57726,4.13789,-4.71515,-0.118159,4.63306,-4.75122
2018-05-06,12:00,0.0458664,4.48102,-4.43515,0.203094,5.27111,-5.06801
2018-05-07,12:00,0.0695797,4.74845,-4.67887,1.66975,6.16435,-4.4946
2018-05-08,12:00,0.172345,5.69333,-5.52098,2.00724,6.41907,-4.41183
2018-05-09,12:00,0.417681,5.51036,-5.09267,2.46755,6.86852,-4.40098
2018-05-10,12:00,0.504624,5.2,-4.69537,2.3901,6.32093,-3.93083
2018-05-11,12:00,0.485458,5.01927,-4.53382,3.4,6.93164,-3.53164
2018-05-12,12:00,0.119339,5.04767,-4.92833,1.2098,6.67446,-5.46466
2018-05-13,12:00,-0.542589,5.90321,-6.4458,-1.56966,6.33351,-7.90317
2018-05-14,12:00,-0.0346339,6.75845,-6.79308,-1.92813,6.8231,-8.75123
2018-05-15,12:00,-0.211396,6.97641,-7.18781,-1.71028,8.05843,-9.76871
2018-05-16,12:00,-0.070723,7.49806,-7.56879,-0.723097,8.35026,-9.07336
2018-05-17,12:00,-0.211805,6.26153,-6.47333,-1.30761,5.68386,-6.99147
2018-05-18,12:00,-0.452167,6.07586,-6.52803,-1.69347,5.18391,-6.87739
2018-05-19,12:00,-0.735189,6.58032,-7.31551,-0.437536,6.14748,-6.58502
2018-05-20,12:00,-0.939048,6.76521,-7.70426,-0.436175,6.82391,-7.26009
2018-05-21,12:00,-0.532603,6.8401,-7.37271,-1.12467,6.69498,-7.81965
2018-05-22,12:00,0.716996,7.89546,-5.75145,-0.297817,6.81113,-6.14593
2018-05-23,12:00,2.136,7.81399,-4.38705,1.81264,5.99196,-4.49695
2018-05-24,12:00,1.31789,8.69042,-4.59859,0.129818,6.83493,-4.97447
2018-05-25,12:00,1.86669,5.33922,-3.47253,0.607351,7.80202,-3.96294
2018-05-26,12:00,2.26506,4.90223,-1.61545,1.84808,7.30554,-2.11406
2018-05-27,12:00,1.20123,5.35087,-4.14587,0.281631,6.27742,-4.73646
2018-05-28,12:00,0.499031,5.60605,-5.10702,-0.232166,6.64439,-5.6144
2018-05-29,12:00,0.875313,5.66769,-4.79237,-0.780797,8.66815,-5.49561
2018-05-30,12:00,1.97038,5.34834,-3.37797,0.775844,7.8558,-4.08087
2018-05-31,12:00,0.936908,7.33065,-5.73858,-0.642602,6.80244,-6.48362
2018-06-01,12:00,1.19526,9.98145,-4.79417,0.435199,8.10207,-5.06444
2018-06-02,12:00,0.795645,7.55044,-6.7548,-1.87093,9.52901,-11.3146
2018-06-03,12:00,1.13055,9.5204,-5.9914,0.151954,9.18827,-6.77394
2018-06-04,12:00,0.855981,8.67197,-5.70481,0.524987,6.8923,-4.89925
2018-06-05,12:00,1.07814,7.35991,-5.76156,0.477507,3.96601,-5.53713
2018-06-06,12:00,0.859687,8.1933,-6.84501,1.21794,4.21932,-5.67958
2018-06-07,12:00,0.468899,8.93179,-8.06524,1.23776,7.0011,-4.93816
2018-06-08,12:00,-0.487183,10.3302,-10.8173,1.11389,6.74161,-4.49063
2018-06-09,12:00,-0.107892,10.6059,-10.7138,1.33279,8.25506,-3.80624
